D_box,flux_sensitivity,avg_ipr_mid,avg_xi_mid,rho_zero,avg_horizon_weight_mid,avg_xbar_mid,charge_stiffness,half_bandwidth,scenario,x0,L,r_h,Nx,Nphi,ax,Nalpha,nu
1.9092352388525176,0.015277903112886597,0.06600609008966203,1.1360620238011445,0.3823427156364649,0.0,3.6035073255863432,0.0004346534143663935,2.9505017115378855,annulus,2.0,20.0,4.0,48,48,0.1,141,0.0
1.9255836891328593,0.014295233365272775,0.5023080365516357,0.32006857828514035,0.19181802995274438,0.35312195515056855,1.7400240314666096,0.03777800196785275,7.747761578284768,full_exterior,0.0,8.0,0.3,48,48,0.1,141,0.0
1.920625336095057,0.017575793255903,0.5098239754973926,0.2879571546997862,0.2594289144295169,0.334174350975928,1.8711806453332394,0.05709147905471648,5.263462967681395,full_exterior,0.0,10.0,0.3,48,48,0.1,141,0.0
1.9465231640694098,0.020632929044900144,0.5163202912304327,0.26057204722346344,0.32968703292856755,0.3181921838082283,1.988988262683979,0.07859108436832551,3.866915647515693,full_exterior,0.0,12.0,0.3,48,48,0.1,141,0.0
1.9555107680754362,0.02325966168816555,0.5264210117508501,0.23298164396913834,0.405311333652037,0.30618055317658244,2.083968632000476,0.10169092718748747,2.996558216491646,full_exterior,0.0,14.0,0.3,48,48,0.1,141,0.0
1.9611433988366511,0.02535834837428918,0.5393707695326367,0.2074784172209173,0.48122007360664415,0.3003676184715491,2.1525397661456163,0.12595705101561677,2.413339720071191,full_exterior,0.0,16.0,0.3,48,48,0.1,141,0.0
1.9688819778487086,0.026917499813853246,0.5549580983249325,0.18193624264338906,0.5555407366305753,0.29600748968704704,2.2107523188469753,0.15106615618023797,2.0009398980235247,full_exterior,0.0,18.0,0.3,48,48,0.1,141,0.0
1.9721617204178772,0.027959571566406275,0.5701814969022792,0.15973791852792327,0.6247172479598407,0.29259068211149347,2.256749549047544,0.17677455129262157,1.6969852157408276,full_exterior,0.0,20.0,0.3,48,48,0.1,141,0.0
1.9211614173574592,0.01406745202255433,0.5602188804576111,0.27956697855365004,0.243926374695037,0.45998330766183404,1.4618134645953726,0.014307543650374281,7.774072089600825,full_exterior,0.0,8.0,0.6,48,48,0.1,141,0.0
1.9183349566263226,0.017315584300426998,0.568946789431656,0.2518725826902117,0.33738374596449744,0.4421911459644849,1.5823280020338077,0.022883517986882974,5.278282545881878,full_exterior,0.0,10.0,0.6,48,48,0.1,141,0.0
1.9472548358321535,0.020349840482764506,0.5772260748510345,0.2277617552579539,0.4082885612154596,0.42600289268483754,1.6832571948768102,0.0330127384795275,3.875804905725877,full_exterior,0.0,12.0,0.6,48,48,0.1,141,0.0
1.9554428782184357,0.022969598838266374,0.5848016524356555,0.2047093193100666,0.4914377252372529,0.41486388890585235,1.775526290956466,0.044438305179534614,3.00205902668422,full_exterior,0.0,14.0,0.6,48,48,0.1,141,0.0
1.9608087079536156,0.025070494286985833,0.5967077040304092,0.18223496450588011,0.5748936050331713,0.41025868862138404,1.8345563367050963,0.05693431034194053,2.4167626679359353,full_exterior,0.0,16.0,0.6,48,48,0.1,141,0.0
1.9662547564594002,0.026645085446681652,0.6097626078733124,0.1605175765112322,0.6651201106064374,0.4053415179731419,1.888531931796979,0.07030830226163297,2.0030213817768594,full_exterior,0.0,18.0,0.6,48,48,0.1,141,0.0
